file,instance,opt_value,gap_genetic,gap_greedy,gap_surrogate,gap_rech_local_greedy,gap_rech_local_surrogate
mknapcb4,2,22131.0,0.06759748768695495,0.09891102977723555,0.17961230852650129,0.09891102977723555,0.022366815778771858
mknapcb4,3,22772.0,0.04285965220446162,0.08958369927981732,0.19335148427893906,0.08958369927981732,0.025557702441594943
mknapcb4,4,22751.0,0.05283284251241704,0.08280954683310623,0.14285086369829897,0.08280954683310623,0.03925102193310184
mknapcb4,5,22777.0,0.020239715502480573,0.07230978618782105,0.13206304605523114,0.07230978618782105,0.03464020722658823
mknapcb4,6,21875.0,0.036617142857142855,0.06390857142857143,0.06390857142857143,0.06390857142857143,0.029485714285714285
mknapcb4,7,22635.0,0.044665341285619616,0.09043516677711509,0.12922465208747516,0.09043516677711509,0.0292909211398277
mknapcb4,8,22511.0,0.049220381146994806,0.10115054862067434,0.2020345608813469,0.10115054862067434,0.03180667229354538
mknapcb4,9,22702.0,0.027398467095410096,0.06083164478900537,0.12752180424632192,0.06083164478900537,0.0292044753766188
mknapcb4,10,41395.0,0.05077907959898539,0.04118854934170794,0.060297137335426985,0.04118854934170794,0.019132745500664333
mknapcb4,11,42344.0,0.0651804269790289,0.03473927829208388,0.08858397883997733,0.03473927829208388,0.018869261288494237
mknapcb4,12,42401.0,0.06047027192754888,0.031390769085634776,0.046178156175561896,0.031390769085634776,0.010070517204782905
mknapcb4,13,45624.0,0.03219796598281606,0.017359284587059442,0.048132561809573905,0.017359284587059442,0.01113449061897247
mknapcb4,14,41884.0,0.050305605959316206,0.036696590583516375,0.0867634418871168,0.036696590583516375,0.025093114315729158
mknapcb4,15,42995.0,0.022049075473892312,0.04995929759274334,0.08042795673915572,0.04995929759274334,0.018002093266658914
mknapcb4,16,43559.0,0.04837117472852912,0.029270644413324456,0.0438485731995684,0.029270644413324456,0.012557680387520375
mknapcb4,17,42970.0,0.039795205957644866,0.04810332790318827,0.060763323248778214,0.04810332790318827,0.02490109378636258
mknapcb4,18,42212.0,0.08118544489718564,0.023168767175210842,0.07069079882497868,0.023168767175210842,0.021202501658296218
mknapcb4,19,41207.0,0.03271288858689058,0.03162084111922732,0.042201567694809136,0.03162084111922732,0.01880748416531172
mknapcb4,20,57375.0,0.007808278867102397,0.01870152505446623,0.01870152505446623,0.01870152505446623,0.005995642701525055
mknapcb4,21,58978.0,0.017769337719149514,0.024381972939062024,0.024381972939062024,0.024381972939062024,0.008935535284343314
mknapcb4,22,58391.0,0.016166875032111113,0.02002020859379014,0.04603449161685876,0.02002020859379014,0.0074155263653645255
mknapcb4,23,61966.0,0.015088919730174613,0.044056418035696994,0.044056418035696994,0.044056418035696994,0.007826872801213568
mknapcb4,24,60803.0,0.010887620676611351,0.011413910497837278,0.019291811259312862,0.011413910497837278,0.004654375606466786
mknapcb4,25,61437.0,0.03061672933248694,0.014372446571284406,0.056448068753357096,0.014372446571284406,0.009733548187574263
mknapcb4,26,56377.0,0.009631587349451017,0.01979530659666176,0.01979530659666176,0.01979530659666176,0.006598435532220587
mknapcb4,27,59391.0,0.017325857453149466,0.03842333013419542,0.0746072637268273,0.03842333013419542,0.010085703221026756
mknapcb4,28,60205.0,0.0159787393073665,0.020297317498546633,0.044381695872435845,0.020297317498546633,0.010281538078232705
mknapcb4,29,60633.0,0.030280540299836723,0.013441525242029918,0.04329325614764237,0.013441525242029918,0.0035459238368545183
mknapcb5,0,59187.0,0.05315356412725768,0.023704529710916248,0.08817814722827648,0.023704529710916248,0.019565107202595165
mknapcb5,1,58662.0,0.04519109474617299,0.03820190242405646,0.07127271487504688,0.03820190242405646,0.013807916538815588
mknapcb5,2,58094.0,0.04153613109787586,0.05584053430646883,0.07572210555306916,0.05584053430646883,0.019089751093056082
mknapcb5,3,61000.0,0.05283606557377049,0.042131147540983606,0.094,0.042131147540983606,0.012836065573770492
mknapcb5,4,58092.0,0.08014872960132204,0.10696825724712525,0.11989602699166839,0.10696825724712525,0.020777387592095298
mknapcb5,5,58803.0,0.05765011989184225,0.09445096338622179,0.12572487798241586,0.09445096338622179,0.022906994541094843
mknapcb5,6,58607.0,0.05656320917296569,0.05154674356305561,0.07809647311754568,0.05154674356305561,0.01607316532154862
mknapcb5,7,58917.0,0.06621178946653768,0.06458237860040396,0.08885381129385407,0.06458237860040396,0.019790552811582394
mknapcb5,8,59384.0,0.07527280075441196,0.0467634379630877,0.0467634379630877,0.0467634379630877,0.013993668328169204
mknapcb5,9,59193.0,0.05500650414744987,0.046542665517882185,0.0787931005355363,0.046542665517882185,0.02527325866234183
mknapcb5,10,110863.0,0.08722477291792573,0.03300469949397004,0.050269251238014484,0.03300469949397004,0.012700359903664884
mknapcb5,11,108659.0,0.09922785963426868,0.024286989572883975,0.059691327915773196,0.024286989572883975,0.01109894256343239
mknapcb5,12,108932.0,0.07055777916498365,0.02946792494400176,0.04488121029633166,0.02946792494400176,0.005893584988800353
mknapcb5,13,110037.0,0.07861900996937393,0.05018312022319765,0.06662304497578088,0.05018312022319765,0.014931341276116216
mknapcb5,14,108423.0,0.0917148575486751,0.02967082630069266,0.044022024847126535,0.02967082630069266,0.011704158711712459
mknapcb5,15,110841.0,0.08208154022428524,0.05570141012802122,0.05570141012802122,0.05570141012802122,0.010492507285210347
mknapcb5,16,106075.0,0.06206929059627622,0.0273580014140938,0.03941550789535706,0.0273580014140938,0.011143059156257365
mknapcb5,17,106686.0,0.09728549200457418,0.02469864836998294,0.04544176368033294,0.02469864836998294,0.011791612770185403
mknapcb5,18,109825.0,0.0883041201912133,0.03250625995902572,0.05282950147962668,0.03250625995902572,0.01221944001821079
mknapcb5,19,106723.0,0.07833363005162898,0.024193472822165794,0.03738650525191383,0.024193472822165794,0.00923887072140026
mknapcb5,20,151790.0,0.018005138678437314,0.009947954410698992,0.020205547137492588,0.009947954410698992,0.005507609196916793
mknapcb5,21,148772.0,0.026053289597504907,0.015843034979700483,0.025481945527384184,0.015843034979700483,0.005263087140053236
mknapcb5,22,151900.0,0.01654377880184332,0.03229098090849243,0.03644502962475313,0.03229098090849243,0.003884134298880843
mknapcb5,23,151275.0,0.019547182283920012,0.012044290199966948,0.022389687654933068,0.012044290199966948,0.0069542224425714755
mknapcb5,24,151948.0,0.024172743306920787,0.0138468423408008,0.027377787137705004,0.0138468423408008,0.005732224181956985
mknapcb5,25,152109.0,0.025402836124095222,0.010683128545976897,0.015048419225686843,0.010683128545976897,0.005719582667692247
mknapcb5,26,153131.0,0.013511307312040017,0.012629709203231221,0.01999595117905584,0.012629709203231221,0.002252972944733594
mknapcb5,27,153520.0,0.02411412193850964,0.014402032308494007,0.029937467430953622,0.014402032308494007,0.00440333507034914
mknapcb5,28,149155.0,0.021454191947973586,0.009701317421474306,0.018323220810566188,0.009701317421474306,0.0030706312225537193
mknapcb5,29,149704.0,0.020874525730775396,0.01105514882701865,0.02514294875220435,0.01105514882701865,0.003092769732271683
mknapcb6,0,117726.0,0.046973480794386964,0.059273227664237295,0.059273227664237295,0.059273227664237295,0.015153831778876374
mknapcb6,1,119139.0,0.06266629735015403,0.018726025902517228,0.04848957939885344,0.018726025902517228,0.009543474429028278
mknapcb6,2,119159.0,0.06444330684211852,0.04302654436509202,0.05736033367181665,0.04302654436509202,0.012135046450540874
mknapcb6,3,118802.0,0.08988064174003804,0.024082086160165654,0.03306341644080066,0.024082086160165654,0.011355027693136479
mknapcb6,4,116434.0,0.061803253345242795,0.04472061425356855,0.06321177662881976,0.04472061425356855,0.013106137382551489
mknapcb6,5,119454.0,0.06597518710131096,0.0253821554740737,0.03564552045138714,0.0253821554740737,0.011594421283506622
mknapcb6,6,119749.0,0.05242632506325731,0.03567461941227067,0.06816758386291326,0.03567461941227067,0.009403001277672464
mknapcb6,7,118288.0,0.06213648045448397,0.02896320844041661,0.04483125929933721,0.02896320844041661,0.014244893818476937
mknapcb6,8,117779.0,0.06472291325278699,0.060155036126983585,0.09730087706637007,0.060155036126983585,0.022312975997418896
mknapcb6,9,119125.0,0.05361594963273872,0.04127597061909759,0.0776327387198321,0.04127597061909759,0.014144805876180482
mknapcb6,10,217318.0,0.10381560662255312,0.014435067504762606,0.019225282765348475,0.014435067504762606,0.006074048169042601
mknapcb6,11,219022.0,0.10280245820054607,0.03173197213065354,0.040781291377121935,0.03173197213065354,0.009798102473724101
mknapcb6,12,217772.0,0.11158459306063222,0.02758389508293077,0.03060999577539812,0.02758389508293077,0.004697573609095751
mknapcb6,13,216802.0,0.11830610418723074,0.014289536074390458,0.030926836468298264,0.014289536074390458,0.007292368151585318
mknapcb6,14,213809.0,0.08354652984673236,0.027557305819680182,0.03644374184435641,0.027557305819680182,0.0064356505105023646
mknapcb6,15,215013.0,0.11283503788143043,0.018887230074460613,0.0380953709775688,0.018887230074460613,0.00671587299372596
mknapcb6,16,217896.0,0.09784025406616001,0.011725777435106657,0.015897492381686675,0.011725777435106657,0.006218562984175937
mknapcb6,17,219949.0,0.10942082028106516,0.027138109288971535,0.04114135549604681,0.027138109288971535,0.004932961732037881
mknapcb6,18,214332.0,0.10493533396786295,0.020500905137823565,0.03346677117742568,0.020500905137823565,0.00787563219677883
mknapcb6,19,220833.0,0.0901405134196429,0.014291342326554456,0.017583422767430593,0.014291342326554456,0.007344916747044146
mknapcb6,20,304344.0,0.021498698840785428,0.017112215124990143,0.020437399784454434,0.017112215124990143,0.003469757905527955
mknapcb6,21,302332.0,0.027939483746345077,0.009218342749030866,0.014265774049720174,0.009218342749030866,0.0044355212150880485
mknapcb6,22,302354.0,0.024673065347241976,0.012703652010557162,0.016920563313202405,0.012703652010557162,0.005533249105353327
mknapcb6,23,300743.0,0.02527407121695268,0.008831460748878611,0.012405941285416451,0.008831460748878611,0.003916965648410769
mknapcb6,24,304344.0,0.029128223326236102,0.006949373077832979,0.011046710301500933,0.006949373077832979,0.0020535972452225115
mknapcb6,25,301730.0,0.023368574553408676,0.015921519239054785,0.026029894276339775,0.015921519239054785,0.004513969442879395
mknapcb6,26,304949.0,0.018858891158849513,0.005948535656781954,0.007860330743829295,0.005948535656781954,0.0017248785862554066
mknapcb6,27,296437.0,0.026079740383285487,0.018013945627570107,0.021265901355094,0.018013945627570107,0.0041492796108448
mknapcb6,28,301313.0,0.02462223667747492,0.011184383016995616,0.017115092943218512,0.011184383016995616,0.003182736888219227
mknapcb6,29,307014.0,0.03179333841453484,0.018432384190948947,0.020103317764010763,0.018432384190948947,0.0025503722957259277
mknapcb7,0,21946.0,0.03627084662353049,0.10644308757860202,0.13519547981408914,0.10644308757860202,0.04000729062243689
mknapcb7,1,21716.0,0.03891140173144225,0.10646527905691656,0.19405046969976056,0.10646527905691656,0.04977896481856695
mknapcb7,2,20754.0,0.054495518936108704,0.09887250650477017,0.1305290546400694,0.09887250650477017,0.045099739809193407
mknapcb7,3,21464.0,0.06322213939619828,0.07072307118896758,0.07072307118896758,0.07072307118896758,0.02711516958628401
mknapcb7,4,21814.0,0.04139543412487393,0.0637205464380673,0.14215641331255158,0.0637205464380673,0.04767580452920143
mknapcb7,5,22176.0,0.03756313131313131,0.0698953823953824,0.16756854256854256,0.0698953823953824,0.02317821067821068
mknapcb7,6,21799.0,0.042479012798752235,0.05500252305151612,0.09060048626083765,0.05500252305151612,0.03279966970961971
mknapcb7,7,21397.0,0.0225265224096836,0.1564705332523251,0.19778473617796888,0.1564705332523251,0.04453895405898023
mknapcb7,8,22493.0,0.044235984528519984,0.07051082559018361,0.1548037167118659,0.07051082559018361,0.02969812830658427
mknapcb7,9,20983.0,0.04832483438974408,0.06762617356907973,0.1004146213601487,0.06762617356907973,0.026259352809417148
mknapcb7,10,40767.0,0.04143056884244609,0.03733411828194373,0.03733411828194373,0.03733411828194373,0.03164324085657517
mknapcb7,11,41304.0,0.05369939957389115,0.05452256440054232,0.07159112918845632,0.05452256440054232,0.013606430369939958
mknapcb7,12,41560.0,0.061284889316650625,0.06946583253128008,0.13318094321462945,0.06946583253128008,0.021174205967276226
mknapcb7,13,41041.0,0.08252722886869228,0.021709997319753416,0.05689432518700811,0.021709997319753416,0.014302770400331377
mknapcb7,14,40872.0,0.04736739087884126,0.0768007437854766,0.0768007437854766,0.0768007437854766,0.026717557251908396
mknapcb7,15,41058.0,0.04664133664572069,0.07416337863510157,0.1055823469238638,0.07416337863510157,0.013127770471040967
mknapcb7,16,41062.0,0.06339194388972773,0.043641322877599725,0.05550143685159028,0.043641322877599725,0.021211826019190493
mknapcb7,17,42719.0,0.0397013038694726,0.03565158360448512,0.05550223553922142,0.03565158360448512,0.021699946159788385
mknapcb7,18,42230.0,0.062064882784750176,0.03772199857920909,0.06843476201752309,0.03772199857920909,0.023774567842765805
mknapcb7,19,41700.0,0.04949640287769784,0.05354916067146283,0.05354916067146283,0.05354916067146283,0.03184652278177458
mknapcb7,20,57494.0,0.027550700942707066,0.029585695898702472,0.04151737572616273,0.029585695898702472,0.01135770689115386
mknapcb7,21,60027.0,0.01714228597131291,0.029420094290902428,0.029420094290902428,0.029420094290902428,0.011444849817582089
mknapcb7,22,58025.0,0.010943558810857389,0.018078414476518742,0.02691943127962085,0.018078414476518742,0.013907798362774667
mknapcb7,23,60776.0,0.02033697512175859,0.01092536527576675,0.03999934184546532,0.01092536527576675,0.009428063709358957
mknapcb7,24,58884.0,0.021788601317845255,0.023367977718904965,0.029583588071462538,0.023367977718904965,0.010953739555736702
mknapcb7,25,60011.0,0.014514005765609638,0.02646181533385546,0.033893786139207814,0.02646181533385546,0.014780623552348736
mknapcb7,26,58132.0,0.02207046033165898,0.021124337714167756,0.021124337714167756,0.021124337714167756,0.018045138649969036
mknapcb7,27,59064.0,0.01611810916971421,0.015034538805363673,0.03233780306108628,0.015034538805363673,0.01252878233780306
mknapcb7,28,58975.0,0.02129715981348029,0.029978804578211105,0.029978804578211105,0.029978804578211105,0.017498940228910555
mknapcb7,29,60603.0,0.0155767866277247,0.03971750573403957,0.03971750573403957,0.03971750573403957,0.025576291602725936
mknapcb8,0,56693.0,0.0478189547210414,0.06958531035577585,0.14791949623410297,0.06958531035577585,0.03109731360132644
mknapcb8,1,58318.0,0.07164168867245105,0.058386775952536094,0.07172742549470146,0.058386775952536094,0.032425666175108885
mknapcb8,2,56553.0,0.06498329001113999,0.04878609446006401,0.07506233091082701,0.04878609446006401,0.017505702615245877
mknapcb8,3,56863.0,0.050507359794594024,0.04065912807977068,0.06584246346481895,0.04065912807977068,0.026185744684592793
mknapcb8,4,56629.0,0.05345317770047149,0.05281746101820622,0.06883398965194512,0.05281746101820622,0.0275830404916209
mknapcb8,5,57119.0,0.06076787058596964,0.04338311244944765,0.05772159876748543,0.04338311244944765,0.02162152698751729
mknapcb8,6,56292.0,0.050291338023164926,0.07681375683933774,0.1020571306757621,0.07681375683933774,0.03901087188232786
mknapcb8,7,56403.0,0.06558161799904261,0.05930535609807989,0.1089126464904349,0.05930535609807989,0.02462634966225201
mknapcb8,8,57442.0,0.05974722328609728,0.07738240311966854,0.13074057309982243,0.07738240311966854,0.0314578183210891
mknapcb8,9,56447.0,0.047283292291884424,0.07534501390685068,0.11986465179726115,0.07534501390685068,0.02724679788119829
mknapcb8,10,107689.0,0.08618336134609848,0.03977193585231546,0.03977193585231546,0.03977193585231546,0.011904651357148827
mknapcb8,11,108338.0,0.11848105004707489,0.03689379534420056,0.05531761708726393,0.03689379534420056,0.011316435599697245
mknapcb8,12,106385.0,0.07735113032852375,0.03729849132866476,0.06819570428161865,0.03729849132866476,0.015293509423320957
mknapcb8,13,106796.0,0.10408629536686767,0.024504663095996106,0.046059777519757296,0.024504663095996106,0.009270010112738305
mknapcb8,14,107396.0,0.09937055383813177,0.05219002569928116,0.05991843271630228,0.05219002569928116,0.009683787105665016
mknapcb8,15,107246.0,0.08687503496633907,0.034183093075732425,0.034183093075732425,0.034183093075732425,0.017436547750032637
mknapcb8,16,106308.0,0.09038830567784174,0.038275576626406294,0.06453888700756293,0.038275576626406294,0.014514429770101967
mknapcb8,17,103993.0,0.0904868596924793,0.02344388564614926,0.058503937765041876,0.02344388564614926,0.0053465137076534
mknapcb8,18,106835.0,0.07988018907661347,0.032611035709271305,0.04348762109795479,0.032611035709271305,0.0122431787335611
mknapcb8,19,105751.0,0.07985740087564183,0.081568968614954,0.09348374956265189,0.081568968614954,0.010676021976151525
mknapcb8,20,150083.0,0.023393722140415636,0.01672407934276367,0.024153301839648728,0.01672407934276367,0.004324273901774351
mknapcb8,21,149907.0,0.018731613600432268,0.020532730292781524,0.03199983990073846,0.020532730292781524,0.008165062338649963
mknapcb8,22,152993.0,0.02616459576581935,0.013837234383272437,0.013837234383272437,0.013837234383272437,0.0066277542109769725
